Datum von;Datum bis;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
11.06.2024;12.06.2024;95.509,75;51.572,75;90.455,75;439.746,75;263.768,75;2.239,25;-;134.718,50;47.918,75;101.959,25;25.329,50;24.770,25
12.06.2024;13.06.2024;97.229,25;53.614,25;89.705,25;217.134,75;318.229,75;2.229,75;-;187.399,25;38.232,75;120.331,00;24.394,25;25.592,50
13.06.2024;14.06.2024;97.671,00;57.319,25;41.955,00;102.753,50;328.496,75;2.262,00;-;226.992,00;42.455,00;137.547,50;32.506,00;25.304,25
14.06.2024;15.06.2024;97.572,00;60.489,75;54.167,50;289.692,25;202.570,50;2.333,75;-;182.616,25;30.557,50;81.374,75;39.235,75;22.618,25
15.06.2024;16.06.2024;95.698,00;51.341,00;79.619,00;422.371,75;262.553,50;2.352,00;-;79.360,00;19.243,00;61.578,25;26.358,00;21.677,25
16.06.2024;17.06.2024;96.052,25;54.402,00;76.080,25;255.687,75;303.790,75;2.312,50;-;96.443,00;21.039,50;63.648,75;27.980,50;22.192,25
17.06.2024;18.06.2024;97.105,00;60.296,00;40.169,50;127.377,75;282.171,25;2.120,75;-;212.758,25;48.083,00;122.933,00;36.367,50;24.144,50
18.06.2024;19.06.2024;96.708,75;61.818,75;8.495,25;65.513,25;313.482,75;2.119,25;-;260.152,50;62.021,00;167.615,50;32.718,75;24.397,75
19.06.2024;20.06.2024;95.926,25;63.681,25;36.272,25;129.505,25;248.734,75;2.096,50;-;253.193,25;57.701,75;130.142,75;32.771,50;25.190,25
20.06.2024;21.06.2024;96.567,50;60.496,75;11.779,00;82.824,75;293.987,50;2.269,00;-;255.888,50;57.664,75;136.028,25;39.269,25;23.276,00
21.06.2024;22.06.2024;95.920,75;61.538,00;21.942,25;154.611,25;187.989,00;2.350,75;-;267.229,25;76.980,25;176.278,00;29.464,25;23.684,50
22.06.2024;23.06.2024;95.284,50;52.539,75;37.139,50;317.830,00;301.343,75;2.343,00;-;104.012,25;15.705,00;69.805,50;26.395,50;22.787,50
23.06.2024;24.06.2024;94.410,75;53.969,25;22.683,25;107.319,00;311.083,75;2.389,75;-;124.007,25;25.696,75;78.236,00;25.606,50;22.426,50
24.06.2024;25.06.2024;95.824,25;60.826,25;1.610,75;57.843,00;393.079,25;2.309,75;-;194.785,00;43.861,00;129.631,75;38.958,50;24.336,25
25.06.2024;26.06.2024;93.794,25;60.615,25;14.176,25;154.850,50;423.683,50;2.277,75;-;200.447,75;48.864,00;130.584,25;34.309,75;23.656,50
26.06.2024;27.06.2024;93.812,25;59.665,75;21.938,50;128.612,50;374.690,50;2.269,75;-;227.626,00;53.119,50;140.720,25;35.043,25;24.834,75
27.06.2024;28.06.2024;92.480,75;60.851,00;34.453,50;103.949,75;319.052,25;2.199,50;-;224.629,25;53.196,00;136.254,00;35.757,00;26.687,00
28.06.2024;29.06.2024;92.426,25;60.125,75;80.455,25;238.175,00;349.246,00;2.261,00;-;160.215,75;24.513,25;96.191,25;31.517,75;26.242,00
29.06.2024;30.06.2024;93.870,50;59.219,25;17.525,50;82.752,75;374.780,75;2.484,50;-;116.375,75;14.974,25;86.017,75;40.902,50;26.181,50
30.06.2024;01.07.2024;91.582,00;56.235,00;43.481,50;261.332,50;169.207,25;2.551,75;-;116.795,00;21.174,25;68.328,50;19.876,50;25.394,25
01.07.2024;02.07.2024;91.010,50;60.981,00;50.962,50;184.430,75;224.484,00;2.548,75;-;224.731,00;40.467,75;104.440,00;34.228,00;26.956,00
02.07.2024;03.07.2024;92.037,50;60.453,50;91.786,50;261.026,50;171.347,75;2.558,75;-;234.288,50;40.215,50;81.475,25;26.670,50;31.657,50
03.07.2024;04.07.2024;94.157,25;62.733,50;76.308,25;161.265,00;197.481,50;2.587,25;-;242.356,00;38.916,50;114.913,75;39.867,75;30.865,50
04.07.2024;05.07.2024;91.823,00;55.779,25;130.087,25;452.509,00;247.011,00;2.552,00;-;96.979,75;17.521,00;71.768,25;30.008,50;27.765,75
05.07.2024;06.07.2024;94.750,25;57.824,75;95.413,50;386.609,00;301.877,50;2.534,75;-;103.850,00;15.137,25;75.156,75;42.190,75;30.730,25
06.07.2024;07.07.2024;92.271,00;52.268,50;79.780,75;462.203,25;278.181,25;2.625,50;-;86.727,75;14.916,25;64.781,25;19.589,50;31.060,50
07.07.2024;08.07.2024;93.211,50;56.136,25;67.310,00;239.661,75;304.068,75;2.636,00;-;105.114,25;15.786,00;63.999,25;40.192,50;31.768,00
08.07.2024;09.07.2024;93.958,00;60.889,00;30.563,00;80.288,75;371.343,75;2.630,75;-;201.690,50;49.068,25;122.190,50;41.963,75;31.997,25
09.07.2024;10.07.2024;92.218,75;62.319,25;64.800,75;178.665,25;401.374,25;2.515,25;-;202.571,50;32.751,75;110.483,25;30.584,75;31.141,25
10.07.2024;11.07.2024;92.843,75;65.611,50;63.038,75;160.694,25;255.736,75;2.522,75;-;238.636,75;43.258,50;105.139,00;41.521,00;32.291,50
11.07.2024;12.07.2024;93.977,75;64.480,25;32.981,50;67.046,50;313.332,50;2.711,25;-;240.008,25;57.347,50;144.736,75;43.192,00;32.315,75
12.07.2024;13.07.2024;94.830,00;63.148,25;42.163,50;253.278,00;208.798,25;2.770,25;-;212.383,00;41.889,50;130.006,00;29.753,75;33.582,25
13.07.2024;14.07.2024;93.287,75;57.384,50;92.774,75;279.756,75;263.030,25;2.835,25;-;100.636,50;13.396,50;65.033,75;29.185,25;33.241,00
14.07.2024;15.07.2024;91.181,00;55.005,25;105.133,25;138.462,00;335.793,00;2.730,50;-;105.139,00;12.998,00;66.841,50;25.020,75;31.968,50
15.07.2024;16.07.2024;89.556,50;61.673,00;56.754,25;111.484,50;389.618,25;2.618,00;-;162.872,25;22.209,50;115.984,75;49.855,75;31.813,50
16.07.2024;17.07.2024;88.125,25;59.884,00;72.923,00;336.263,75;274.708,00;2.673,50;-;162.189,75;26.449,75;87.370,25;28.950,25;29.859,00
17.07.2024;18.07.2024;91.971,75;57.475,25;72.653,75;273.386,75;267.626,25;2.554,00;-;172.130,25;22.951,50;101.988,75;35.179,25;33.913,25
18.07.2024;19.07.2024;94.528,75;59.532,50;16.152,75;36.644,25;374.080,25;2.425,50;-;213.130,50;51.013,75;140.691,25;42.306,50;34.419,25
19.07.2024;20.07.2024;93.794,75;59.700,75;15.265,75;50.967,00;367.167,25;2.794,00;-;217.879,75;43.207,25;135.523,75;41.428,25;34.207,50
20.07.2024;21.07.2024;92.344,25;56.462,75;52.825,50;108.924,25;366.124,25;2.719,50;-;148.697,50;12.489,75;77.295,25;36.571,50;34.057,25
21.07.2024;22.07.2024;90.984,25;55.694,00;37.300,50;128.225,75;308.987,75;2.540,50;-;135.100,50;17.121,50;78.437,75;32.280,75;33.508,25
22.07.2024;23.07.2024;93.348,25;57.966,75;40.428,00;218.111,75;276.683,25;2.568,00;-;175.427,00;23.235,00;120.228,25;36.198,00;34.578,50
23.07.2024;24.07.2024;93.865,50;61.157,75;43.446,50;182.412,00;266.456,50;2.761,25;-;191.364,50;36.857,50;123.653,75;39.463,00;32.645,75
24.07.2024;25.07.2024;94.159,00;60.732,25;49.949,00;190.974,25;293.321,00;2.616,25;-;190.872,25;42.974,25;110.919,25;36.176,75;34.002,50
25.07.2024;26.07.2024;94.975,25;57.940,50;51.749,00;43.563,75;357.772,25;2.633,25;-;187.746,50;50.099,75;131.092,25;31.216,50;33.129,75
26.07.2024;27.07.2024;95.022,75;55.216,00;40.964,00;137.505,25;228.982,50;2.600,50;-;196.646,00;41.851,75;123.536,75;32.418,50;32.939,75
27.07.2024;28.07.2024;94.561,50;52.824,75;2.291,00;33.875,00;220.503,00;2.564,25;-;176.279,25;32.928,50;135.427,50;33.387,50;31.012,25
28.07.2024;29.07.2024;92.596,50;52.707,25;24.609,00;185.151,50;313.645,00;2.565,25;-;135.154,75;11.497,00;75.858,25;20.927,25;31.161,00
29.07.2024;30.07.2024;93.122,25;51.224,75;17.256,00;86.337,00;405.747,75;2.537,75;-;170.738,25;31.145,75;102.975,25;38.304,25;34.162,75
30.07.2024;31.07.2024;91.991,00;50.647,00;2.841,75;50.579,00;394.049,00;2.468,75;-;207.122,75;68.107,00;127.317,75;34.174,00;32.489,25
31.07.2024;01.08.2024;91.536,50;49.557,75;15.500,25;47.735,75;327.485,00;2.459,75;-;232.623,50;82.638,25;144.511,50;27.660,00;35.422,25
01.08.2024;02.08.2024;92.755,25;55.263,00;20.067,25;76.051,25;265.180,75;2.534,00;-;261.494,75;102.519,25;145.100,75;28.596,25;34.031,00
02.08.2024;03.08.2024;93.792,25;54.714,00;5.688,50;70.964,25;242.089,75;2.573,25;-;252.517,25;78.732,75;134.065,25;35.010,50;35.831,00
03.08.2024;04.08.2024;93.275,50;52.165,75;19.850,75;51.527,75;301.755,50;2.617,50;-;158.946,75;29.097,25;81.027,00;33.077,00;33.118,00
04.08.2024;05.08.2024;91.885,00;50.767,25;48.787,50;193.179,50;241.460,00;2.615,75;-;146.957,00;16.038,25;67.476,75;17.355,50;33.975,75
05.08.2024;06.08.2024;91.921,00;51.271,50;22.441,75;46.304,25;313.359,25;2.606,00;-;208.589,75;39.551,50;126.370,50;40.319,50;34.032,75
06.08.2024;07.08.2024;88.188,75;50.158,00;15.483,25;56.061,75;381.126,75;2.584,00;-;207.076,00;55.227,50;140.925,50;35.805,25;33.863,25
07.08.2024;08.08.2024;88.082,75;50.797,50;25.413,25;102.678,00;269.186,50;2.548,75;-;215.955,50;69.115,00;133.698,50;35.173,25;33.684,25
08.08.2024;09.08.2024;89.435,75;51.266,75;37.058,50;82.775,25;255.391,25;2.577,75;-;204.712,50;64.219,75;123.477,50;41.723,75;32.993,75
09.08.2024;10.08.2024;90.020,25;47.158,50;98.363,00;407.165,25;249.689,75;2.599,25;-;111.367,50;27.898,50;90.005,25;32.052,75;32.403,25
10.08.2024;11.08.2024;92.584,25;44.426,75;92.062,75;192.748,50;335.573,25;2.554,00;-;106.566,00;13.711,00;62.511,50;39.781,25;31.100,50
11.08.2024;12.08.2024;92.245,50;42.738,75;33.254,75;88.996,75;353.144,00;2.518,00;-;118.055,25;9.149,50;75.352,75;32.279,50;30.118,50
12.08.2024;13.08.2024;92.443,50;46.139,00;36.795,75;113.158,25;363.243,50;2.457,00;-;176.389,00;41.461,25;104.011,75;38.835,50;28.798,75
13.08.2024;14.08.2024;90.088,75;45.869,75;49.291,75;224.974,00;340.536,25;2.384,50;-;196.175,50;73.931,25;108.580,00;20.399,75;33.236,00
14.08.2024;15.08.2024;92.034,00;48.641,50;25.814,75;119.844,00;281.910,00;2.385,00;-;211.357,00;84.848,50;142.561,75;36.308,25;34.417,75
15.08.2024;16.08.2024;92.103,50;45.957,25;43.384,25;81.890,50;307.704,75;2.568,75;-;191.568,25;67.853,50;127.785,50;19.992,00;31.994,50
16.08.2024;17.08.2024;92.967,25;43.742,00;31.671,50;155.382,00;291.358,50;2.661,50;-;204.011,50;57.672,75;130.633,75;39.435,00;28.098,50
17.08.2024;18.08.2024;91.509,75;42.651,25;5.686,00;44.399,75;242.398,25;2.704,00;-;198.032,25;59.504,75;114.808,75;22.701,25;31.015,00
18.08.2024;19.08.2024;90.075,25;45.197,00;21.211,25;79.262,75;143.567,75;2.741,00;-;200.879,75;46.038,75;67.677,50;13.954,75;29.213,50
19.08.2024;20.08.2024;91.222,00;52.421,50;25.527,50;73.331,25;242.218,75;2.771,00;-;220.845,25;79.514,50;119.796,00;31.439,00;32.554,00
20.08.2024;21.08.2024;90.659,25;52.579,50;80.952,75;146.165,75;263.964,50;2.754,25;-;191.316,00;51.470,75;107.091,00;37.071,00;33.674,50
21.08.2024;22.08.2024;90.000,00;48.482,00;87.188,25;423.861,50;272.153,50;2.764,75;-;125.670,25;31.901,75;75.660,75;27.535,25;33.409,00
22.08.2024;23.08.2024;90.988,25;48.667,25;123.608,00;290.670,50;304.486,00;2.914,75;-;122.386,25;29.905,00;78.277,50;39.875,50;30.586,25
23.08.2024;24.08.2024;89.526,50;43.791,25;97.766,25;521.447,75;292.807,50;2.899,75;-;90.541,50;37.474,50;68.444,75;32.389,00;32.041,00
24.08.2024;25.08.2024;88.759,75;43.457,75;54.823,50;323.673,50;329.105,75;2.724,00;-;94.806,25;20.356,50;58.308,25;42.600,75;32.151,50
25.08.2024;26.08.2024;89.065,00;42.458,50;91.606,75;339.814,00;220.099,00;2.723,50;-;95.679,75;25.843,75;63.178,75;21.838,00;31.295,25
26.08.2024;27.08.2024;92.125,25;45.826,25;76.892,75;128.265,25;277.325,50;2.730,75;-;151.698,75;62.783,25;136.241,75;41.376,50;31.122,50
27.08.2024;28.08.2024;90.773,00;42.443,75;36.379,00;102.189,75;337.559,75;2.656,00;-;170.015,25;82.098,75;161.076,00;28.928,50;30.686,75
28.08.2024;29.08.2024;90.480,00;44.826,50;44.958,00;183.481,50;343.097,00;2.610,25;-;175.550,25;84.901,00;134.279,50;34.632,50;30.570,25
29.08.2024;30.08.2024;89.825,25;44.821,75;31.367,25;134.777,25;322.183,00;2.574,00;-;193.547,00;98.628,00;177.818,75;37.445,50;29.639,25
30.08.2024;31.08.2024;89.351,00;41.113,50;13.931,50;121.136,00;253.418,00;2.612,25;-;218.364,00;104.210,00;188.484,00;31.935,25;27.588,50
31.08.2024;01.09.2024;89.703,75;37.001,25;28.904,00;208.270,75;303.968,25;2.637,50;-;144.228,25;50.506,75;85.583,00;24.770,25;26.574,25
01.09.2024;02.09.2024;89.686,75;35.222,00;85.066,25;249.530,75;316.098,00;2.601,75;-;139.543,75;36.083,75;87.138,25;11.570,00;30.990,50
02.09.2024;03.09.2024;90.902,25;41.889,25;74.113,75;163.901,75;264.715,50;2.594,75;-;204.257,50;97.879,25;160.011,50;30.609,25;34.236,25
03.09.2024;04.09.2024;89.693,25;43.475,50;25.355,50;61.612,75;276.921,00;2.605,00;-;214.906,75;122.623,50;214.855,00;34.007,50;33.699,25
04.09.2024;05.09.2024;91.449,00;41.622,00;27.540,50;101.448,75;223.443,75;2.624,75;-;202.055,25;130.886,50;235.645,75;28.317,50;31.464,25
05.09.2024;06.09.2024;91.220,75;41.383,50;39.464,25;448.572,50;284.865,25;2.670,00;-;159.448,00;84.588,50;132.216,75;24.186,50;30.984,50
06.09.2024;07.09.2024;91.809,50;41.570,50;87.895,00;356.993,50;239.113,75;2.451,75;-;178.522,75;98.286,50;138.987,75;30.859,50;30.457,00
07.09.2024;08.09.2024;92.568,00;36.641,75;42.440,75;121.623,25;307.149,00;2.355,75;-;178.645,50;56.053,25;97.182,75;27.727,75;30.577,25
08.09.2024;09.09.2024;90.750,75;35.513,25;27.615,25;155.958,00;210.696,25;2.357,25;-;176.399,75;54.580,25;79.422,50;19.907,25;29.742,00
09.09.2024;10.09.2024;90.956,00;43.644,75;61.057,75;235.384,50;129.942,25;2.365,00;-;225.423,75;96.476,25;141.771,50;33.690,25;28.799,00
10.09.2024;11.09.2024;87.926,75;44.405,75;126.058,00;484.484,50;175.796,75;2.441,00;-;153.669,25;40.863,75;80.730,75;22.059,25;33.418,50
11.09.2024;12.09.2024;89.346,75;43.875,75;65.077,25;403.398,50;134.425,75;2.481,25;-;177.661,00;84.148,75;99.630,00;21.776,25;34.989,25
12.09.2024;13.09.2024;90.398,75;48.435,00;40.676,25;118.674,50;199.073,00;2.483,50;-;206.760,25;116.096,75;168.641,75;34.237,00;33.012,75
13.09.2024;14.09.2024;91.122,50;46.875,25;78.774,25;272.539,00;149.067,00;2.577,50;-;162.258,00;75.207,00;101.126,25;31.415,75;31.494,25
14.09.2024;15.09.2024;89.209,50;46.467,50;29.052,50;407.995,75;178.593,75;2.568,50;-;97.589,25;52.567,25;66.949,75;27.998,25;31.903,25
15.09.2024;16.09.2024;90.612,50;44.324,00;24.233,75;227.982,75;221.483,25;2.501,00;-;121.678,50;63.191,75;66.497,25;19.431,00;30.871,25
16.09.2024;17.09.2024;91.274,75;49.434,00;45.891,75;252.238,75;85.603,50;2.504,75;-;201.454,75;117.862,50;136.806,75;39.908,00;32.162,50
17.09.2024;18.09.2024;90.213,25;46.681,75;59.794,50;288.696,00;185.705,00;2.462,00;-;199.060,25;101.990,00;106.547,75;25.703,25;35.415,25
18.09.2024;19.09.2024;91.040,25;46.871,25;34.127,25;304.874,00;250.812,50;2.307,00;-;195.680,50;89.368,25;99.265,75;24.638,25;32.682,25
19.09.2024;20.09.2024;92.036,00;46.860,00;47.711,25;348.754,75;249.788,25;2.490,25;-;190.227,75;58.007,50;89.703,25;29.008,50;32.579,00
20.09.2024;21.09.2024;93.077,50;45.995,00;75.900,75;355.135,50;288.421,25;2.568,75;-;162.698,00;43.464,25;78.537,50;26.195,00;29.232,00
21.09.2024;22.09.2024;94.244,25;44.936,25;42.434,25;179.026,50;293.237,25;2.493,00;-;161.897,75;29.664,50;74.482,00;27.464,75;30.354,00
22.09.2024;23.09.2024;93.437,00;46.324,75;12.684,25;61.510,75;255.268,25;2.504,75;-;182.018,00;56.037,50;85.965,50;24.357,00;30.229,25
23.09.2024;24.09.2024;94.115,50;47.419,50;7.208,00;57.865,00;184.974,00;2.299,00;-;243.195,25;120.289,50;150.362,75;35.547,25;32.591,00
24.09.2024;25.09.2024;94.044,00;50.242,25;73.890,75;253.287,75;139.403,25;2.475,25;-;236.435,00;93.772,75;95.228,25;22.764,75;26.749,50
25.09.2024;26.09.2024;93.303,50;48.163,75;106.087,50;401.764,25;140.983,75;2.545,50;-;207.331,75;57.587,75;89.011,00;34.615,50;33.916,25
26.09.2024;27.09.2024;93.317,25;48.664,25;79.417,00;644.532,50;64.990,50;2.626,75;-;153.596,00;48.303,50;64.247,25;25.442,25;35.566,75
27.09.2024;28.09.2024;90.753,75;50.261,25;113.028,75;830.542,00;153.642,75;2.948,00;-;79.046,75;41.793,75;54.945,75;21.006,25;31.398,75
28.09.2024;29.09.2024;92.394,00;50.237,00;154.508,25;425.493,25;175.221,75;3.050,50;-;99.317,75;27.455,25;55.641,75;38.606,25;31.650,50
29.09.2024;30.09.2024;93.411,25;51.215,75;56.722,50;171.043,00;229.217,25;3.039,75;-;127.701,25;36.418,75;56.052,00;33.117,25;32.124,00
30.09.2024;01.10.2024;92.732,75;49.001,25;78.247,25;558.316,50;152.664,00;2.897,50;-;138.799,75;54.402,50;99.774,00;31.503,25;32.663,25
01.10.2024;02.10.2024;95.014,00;53.623,00;121.245,25;401.332,75;106.277,50;2.942,50;-;191.382,00;79.678,25;84.545,50;39.830,75;31.655,50
02.10.2024;03.10.2024;94.477,25;53.450,50;132.910,25;225.568,75;95.404,75;3.002,50;-;260.568,50;112.392,50;110.579,25;27.277,25;33.184,00
03.10.2024;04.10.2024;92.870,25;53.722,50;83.455,00;268.444,00;99.557,75;3.028,25;-;245.695,00;37.573,75;68.929,75;23.161,75;32.260,50
04.10.2024;05.10.2024;96.930,00;55.690,50;9.126,75;174.093,25;117.274,00;2.978,75;-;273.126,75;95.308,25;96.279,50;34.635,25;33.097,75
05.10.2024;06.10.2024;96.371,00;51.722,00;13.841,00;73.331,25;138.643,00;2.986,50;-;259.294,50;66.174,50;77.911,25;24.036,75;32.178,25
06.10.2024;07.10.2024;93.123,75;49.732,50;102.507,25;218.869,75;167.337,25;2.974,50;-;184.172,75;29.772,00;72.902,00;16.410,50;31.687,25
07.10.2024;08.10.2024;93.582,00;52.374,25;107.752,00;265.564,75;126.711,75;2.907,25;-;242.335,75;78.572,25;107.519,50;39.003,75;31.899,75
08.10.2024;09.10.2024;95.909,00;51.932,75;91.366,00;268.606,50;106.363,25;2.745,00;-;259.856,25;81.835,50;99.763,00;31.312,50;31.851,00
09.10.2024;10.10.2024;95.975,00;50.709,00;72.926,50;392.696,00;136.812,50;2.658,50;-;225.181,50;51.989,25;83.578,50;38.343,75;32.543,75
10.10.2024;11.10.2024;95.247,75;52.823,75;89.031,75;614.503,00;84.860,25;2.709,50;-;157.031,25;66.328,75;102.219,50;29.573,75;31.495,75
11.10.2024;12.10.2024;97.513,00;54.774,50;136.403,50;217.319,75;158.195,25;2.831,00;-;230.610,00;60.620,00;119.174,75;48.623,75;32.983,00
12.10.2024;13.10.2024;99.321,50;51.757,50;123.130,50;330.812,75;157.191,25;2.881,75;-;136.729,00;27.620,50;68.728,50;24.038,50;28.665,00
13.10.2024;14.10.2024;96.801,00;48.204,00;89.136,00;751.826,75;121.182,25;2.694,50;-;107.540,50;47.239,25;63.350,25;13.297,25;26.430,50
14.10.2024;15.10.2024;100.871,25;58.664,50;39.039,00;187.006,75;97.194,25;2.487,50;-;226.683,00;125.919,00;186.825,00;38.169,50;30.688,25
15.10.2024;16.10.2024;100.105,75;57.252,00;54.381,50;191.627,25;140.780,75;2.609,75;-;262.808,75;105.209,50;137.581,00;29.643,00;30.266,75
16.10.2024;17.10.2024;98.513,50;51.270,25;81.560,25;606.823,00;166.541,75;2.550,00;-;132.653,25;68.149,50;124.486,50;16.642,00;28.749,50
17.10.2024;18.10.2024;100.968,75;52.191,50;87.589,00;351.051,50;150.831,25;2.631,50;-;204.951,50;72.269,75;136.644,50;23.229,00;29.617,75
18.10.2024;19.10.2024;102.120,25;58.203,25;18.589,75;104.799,25;113.393,25;2.869,25;-;287.060,00;111.905,75;148.013,75;38.498,75;30.696,75
19.10.2024;20.10.2024;101.280,75;53.380,00;42.726,00;191.993,25;89.614,00;3.006,50;-;233.132,50;34.080,00;91.350,75;16.985,25;29.335,25
20.10.2024;21.10.2024;99.529,00;46.260,75;86.738,00;336.835,75;112.994,00;3.006,00;-;113.886,50;25.181,50;70.471,00;12.557,50;28.186,25
21.10.2024;22.10.2024;98.597,50;49.557,25;96.627,00;320.803,00;107.509,00;3.040,25;-;220.010,25;94.365,25;147.251,25;30.925,50;29.005,00
22.10.2024;23.10.2024;100.599,25;46.600,75;76.414,25;294.816,50;101.380,50;3.048,25;-;259.733,25;114.548,25;145.991,00;19.530,25;28.085,50
23.10.2024;24.10.2024;102.366,75;49.569,00;56.566,75;101.855,50;122.734,75;2.960,00;-;277.647,50;145.913,75;188.270,00;29.605,75;26.360,00
24.10.2024;25.10.2024;101.779,25;50.768,50;55.099,50;210.903,75;110.466,25;2.978,50;-;287.650,75;140.915,75;134.473,25;21.656,50;27.001,00
25.10.2024;26.10.2024;102.262,25;48.791,00;20.125,25;156.590,00;138.203,25;2.926,25;-;278.337,00;138.335,75;178.048,00;29.333,25;27.561,00
26.10.2024;27.10.2024;99.638,25;46.172,75;30.872,50;120.884,50;125.770,50;3.064,00;-;268.388,25;122.805,00;104.554,00;18.866,50;28.894,25
27.10.2024;28.10.2024;99.552,75;42.825,75;66.194,75;204.286,00;84.347,25;3.027,00;-;222.970,25;64.325,00;98.668,50;19.315,50;24.236,00
28.10.2024;29.10.2024;96.546,75;41.237,75;109.670,75;270.038,00;88.838,50;2.693,50;-;261.438,25;110.209,25;162.625,75;19.435,50;28.374,75
29.10.2024;30.10.2024;97.108,50;43.327,50;31.045,25;141.634,00;85.994,50;2.877,25;-;280.744,25;146.882,00;230.064,00;26.598,50;28.268,25
30.10.2024;31.10.2024;97.393,50;43.046,25;48.774,75;114.952,75;63.374,50;2.843,75;-;288.650,00;160.918,50;233.852,00;27.245,75;28.722,00
31.10.2024;01.11.2024;99.129,75;44.809,25;86.684,25;258.292,75;45.791,50;2.816,75;-;253.743,25;133.219,50;178.236,25;26.310,25;23.985,00
01.11.2024;02.11.2024;97.683,00;35.664,50;102.662,75;398.941,50;63.610,00;2.814,00;-;196.095,00;52.955,00;122.080,75;17.172,00;28.140,50
02.11.2024;03.11.2024;99.066,25;35.262,00;29.184,50;113.937,00;71.585,00;2.865,25;-;256.552,00;81.516,25;132.606,75;24.963,75;29.134,75
03.11.2024;04.11.2024;97.900,25;33.885,75;44.813,25;109.960,50;129.997,00;2.737,75;-;246.460,25;81.183,75;122.427,50;11.668,00;29.175,75
04.11.2024;05.11.2024;99.336,25;38.405,75;10.786,50;99.468,00;86.186,75;2.687,75;-;266.101,25;154.802,25;257.566,50;29.566,50;30.376,50
05.11.2024;06.11.2024;101.649,50;40.741,25;15.374,75;91.821,75;75.285,50;2.868,50;-;276.050,50;154.561,00;289.736,00;30.988,00;30.250,75
06.11.2024;07.11.2024;105.011,25;46.500,25;179,00;7.213,75;36.511,75;2.788,75;-;285.923,00;165.835,75;347.973,75;42.231,00;33.960,75
07.11.2024;08.11.2024;104.855,00;45.276,75;14.827,25;30.061,00;22.467,25;2.732,75;-;309.833,50;156.967,25;348.021,75;38.227,75;31.558,25
08.11.2024;09.11.2024;104.342,25;39.181,50;92.861,00;178.953,75;22.069,75;2.880,75;-;313.307,75;150.350,75;313.584,75;20.232,00;29.679,25
09.11.2024;10.11.2024;104.015,00;36.179,75;36.034,50;75.846,50;48.775,25;2.894,75;-;306.004,75;145.211,00;240.969,25;20.233,75;29.658,75
10.11.2024;11.11.2024;102.958,75;34.641,75;32.794,50;28.114,50;33.330,25;2.832,50;-;282.997,25;117.216,25;228.042,75;17.215,25;27.608,25
11.11.2024;12.11.2024;103.013,00;36.235,50;115.053,75;145.661,00;27.821,25;2.878,75;-;282.853,00;155.202,50;299.520,50;24.205,00;27.713,75
12.11.2024;13.11.2024;103.309,50;42.045,50;28.060,00;114.863,25;30.726,25;3.085,75;-;295.476,00;165.611,75;345.911,75;35.740,50;34.698,75
13.11.2024;14.11.2024;104.204,75;39.769,75;75.463,00;95.919,75;21.623,75;3.144,75;-;314.894,75;169.619,50;356.775,75;39.358,25;35.754,75
14.11.2024;15.11.2024;103.936,50;34.059,00;129.442,50;266.426,00;31.630,75;2.983,50;-;306.364,50;154.654,00;317.363,50;21.213,25;32.438,25
15.11.2024;16.11.2024;105.235,00;32.414,50;84.311,25;202.215,75;35.148,25;3.219,00;-;302.251,75;154.726,75;298.986,00;28.777,25;32.475,50
16.11.2024;17.11.2024;105.088,25;30.838,00;114.046,75;480.478,00;48.810,25;3.324,75;-;233.778,00;97.839,25;183.885,25;17.373,00;29.164,50
17.11.2024;18.11.2024;104.015,00;30.260,00;111.463,50;688.726,75;41.442,25;3.198,00;-;141.329,50;85.899,00;132.922,25;14.384,25;29.545,75
18.11.2024;19.11.2024;105.378,25;32.297,25;129.161,50;563.670,00;53.363,50;3.135,50;-;215.139,50;141.269,50;204.125,50;27.204,00;31.188,75
19.11.2024;20.11.2024;104.403,75;33.609,75;49.661,50;501.643,50;22.367,50;3.158,50;-;282.965,50;152.461,50;255.980,50;22.525,75;31.943,00
20.11.2024;21.11.2024;104.477,00;36.502,75;60.365,00;511.810,25;48.512,25;3.028,75;-;285.263,00;136.503,50;199.464,75;18.168,25;31.677,50
21.11.2024;22.11.2024;104.998,00;37.965,00;88.029,00;433.304,25;43.893,50;3.029,25;-;278.661,25;123.431,75;287.937,00;35.340,75;32.362,50
22.11.2024;23.11.2024;105.334,00;37.790,75;120.042,00;623.788,75;38.530,75;3.150,25;-;261.940,50;120.436,50;211.600,75;21.594,00;31.080,75
23.11.2024;24.11.2024;104.594,25;34.429,75;99.948,50;656.640,00;56.596,00;3.137,75;-;156.761,50;62.733,00;152.225,75;8.644,50;30.700,25
24.11.2024;25.11.2024;101.836,00;33.962,50;123.895,25;862.319,75;53.030,50;3.090,00;-;85.867,25;47.178,00;93.737,75;13.581,50;29.688,00
